Frame,Word,Start Time (s),End Time (s),Assigned_Phoneme,starting_frame,end_frame,Frame_Range,Phonemes,Emotion,Character,Mode,Body Posture,Intensity,Background,Head_Direction,Eye_Direction,Head_Tilt,Zoom_Level,Blink,media
805,is,26.74,26.92,IH1,801,808,802-808,"['IH1', 'Z']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
806,is,26.74,26.92,Z,801,808,802-808,"['IH1', 'Z']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
807,is,26.74,26.92,Z,801,808,802-808,"['IH1', 'Z']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
807,my,26.92,27.12,M,807,814,808-814,"['M', 'AY1']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
808,is,26.74,26.92,Z,801,808,802-808,"['IH1', 'Z']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
808,my,26.92,27.12,M,807,814,808-814,"['M', 'AY1']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
809,my,26.92,27.12,M,807,814,808-814,"['M', 'AY1']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
810,my,26.92,27.12,AY1,807,814,808-814,"['M', 'AY1']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
811,my,26.92,27.12,AY1,807,814,808-814,"['M', 'AY1']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
812,my,26.92,27.12,AY1,807,814,808-814,"['M', 'AY1']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
813,default,27.12,27.44,D,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
813,my,26.92,27.12,AY1,807,814,808-814,"['M', 'AY1']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
814,default,27.12,27.44,IH0,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
814,my,26.92,27.12,AY1,807,814,808-814,"['M', 'AY1']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
815,default,27.12,27.44,IH0,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
816,default,27.12,27.44,F,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
817,default,27.12,27.44,F,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
818,default,27.12,27.44,AO1,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
819,default,27.12,27.44,AO1,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
820,default,27.12,27.44,AO1,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
821,default,27.12,27.44,L,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
822,default,27.12,27.44,L,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
822,mode,27.44,27.82,M,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
823,mode,27.44,27.82,M,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
823,default,27.12,27.44,T,813,823,814-823,"['D', 'IH0', 'F', 'AO1', 'L', 'T']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
824,mode,27.44,27.82,M,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
825,mode,27.44,27.82,M,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
826,mode,27.44,27.82,M,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
827,mode,27.44,27.82,OW1,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
828,mode,27.44,27.82,OW1,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
829,mode,27.44,27.82,OW1,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
830,mode,27.44,27.82,OW1,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
831,mode,27.44,27.82,OW1,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
832,mode,27.44,27.82,OW1,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
833,mode,27.44,27.82,OW1,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
834,during,27.82,28.04,D,834,841,835-841,"['D', 'UH1', 'R', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
834,mode,27.44,27.82,D,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
835,mode,27.44,27.82,D,822,835,823-835,"['M', 'OW1', 'D']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
835,during,27.82,28.04,UH1,834,841,835-841,"['D', 'UH1', 'R', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
836,during,27.82,28.04,UH1,834,841,835-841,"['D', 'UH1', 'R', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
837,during,27.82,28.04,UH1,834,841,835-841,"['D', 'UH1', 'R', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
838,during,27.82,28.04,R,834,841,835-841,"['D', 'UH1', 'R', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
839,during,27.82,28.04,IH0,834,841,835-841,"['D', 'UH1', 'R', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
840,long,28.04,28.36,L,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
840,during,27.82,28.04,IH0,834,841,835-841,"['D', 'UH1', 'R', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
841,during,27.82,28.04,NG,834,841,835-841,"['D', 'UH1', 'R', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
841,long,28.04,28.36,L,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
842,long,28.04,28.36,L,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,L,L,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
843,long,28.04,28.36,AO1,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
844,long,28.04,28.36,AO1,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
845,long,28.04,28.36,AO1,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
846,long,28.04,28.36,AO1,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
847,long,28.04,28.36,AO1,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
848,long,28.04,28.36,AO1,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
849,long,28.04,28.36,NG,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
850,long,28.04,28.36,NG,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
850,meetings,28.36,28.64,M,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
851,long,28.04,28.36,NG,840,851,841-851,"['L', 'AO1', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
851,meetings,28.36,28.64,M,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
852,meetings,28.36,28.64,IY1,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
853,meetings,28.36,28.64,T,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
854,meetings,28.36,28.64,IH0,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
855,meetings,28.36,28.64,IH0,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
856,meetings,28.36,28.64,NG,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
857,meetings,28.36,28.64,NG,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
858,and,28.64,28.9,AH0,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,True,projects/1/media/chunk_0_dipika.jpeg
858,meetings,28.36,28.64,Z,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
859,meetings,28.36,28.64,Z,850,859,851-859,"['M', 'IY1', 'T', 'IH0', 'NG', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
859,and,28.64,28.9,AH0,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,1,1.0,False,projects/1/media/chunk_0_dipika.jpeg
860,and,28.64,28.9,AH0,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
861,and,28.64,28.9,AH0,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
862,and,28.64,28.9,AH0,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
863,and,28.64,28.9,N,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
864,and,28.64,28.9,N,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
865,and,28.64,28.9,N,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
866,and,28.64,28.9,D,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
866,lectures,28.9,29.24,L,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
867,and,28.64,28.9,D,858,867,859-867,"['AH0', 'N', 'D']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
867,lectures,28.9,29.24,L,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
868,lectures,28.9,29.24,EH1,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
869,lectures,28.9,29.24,EH1,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
870,lectures,28.9,29.24,K,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
871,lectures,28.9,29.24,CH,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
872,lectures,28.9,29.24,CH,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
873,lectures,28.9,29.24,ER0,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
874,lectures,28.9,29.24,ER0,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
875,lectures,28.9,29.24,ER0,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
876,starting,29.24,29.64,S,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
876,lectures,28.9,29.24,Z,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
877,starting,29.24,29.64,S,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
877,lectures,28.9,29.24,Z,866,877,867-877,"['L', 'EH1', 'K', 'CH', 'ER0', 'Z']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
878,starting,29.24,29.64,T,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
879,starting,29.24,29.64,AA1,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
880,starting,29.24,29.64,AA1,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
881,starting,29.24,29.64,AA1,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
882,starting,29.24,29.64,R,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
883,starting,29.24,29.64,R,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
884,starting,29.24,29.64,T,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
885,starting,29.24,29.64,IH0,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
886,starting,29.24,29.64,IH0,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
887,starting,29.24,29.64,IH0,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
888,with,29.64,29.9,W,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
888,starting,29.24,29.64,NG,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
889,starting,29.24,29.64,NG,876,889,877-889,"['S', 'T', 'AA1', 'R', 'T', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
889,with,29.64,29.9,W,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
890,with,29.64,29.9,IH1,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
891,with,29.64,29.9,IH1,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
892,with,29.64,29.9,IH1,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
893,with,29.64,29.9,IH1,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
894,with,29.64,29.9,IH1,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
895,with,29.64,29.9,DH,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
896,with,29.64,29.9,DH,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
896,according,29.9,30.16,AH0,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
897,with,29.64,29.9,DH,888,897,889-897,"['W', 'IH1', 'DH']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
897,according,29.9,30.16,AH0,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
898,according,29.9,30.16,K,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
899,according,29.9,30.16,AO1,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
900,according,29.9,30.16,AO1,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
901,according,29.9,30.16,R,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
902,according,29.9,30.16,D,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
903,according,29.9,30.16,IH0,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
904,according,29.9,30.16,IH0,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
904,to,30.16,30.5,T,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
905,according,29.9,30.16,NG,896,905,897-905,"['AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
905,to,30.16,30.5,T,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,M,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
906,to,30.16,30.5,T,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
907,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
908,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
909,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
910,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
911,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
912,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
913,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
914,the,30.5,30.64,DH,914,919,915-919,"['DH', 'AH0']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
914,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
915,to,30.16,30.5,UW1,904,915,905-915,"['T', 'UW1']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
915,the,30.5,30.64,DH,914,919,915-919,"['DH', 'AH0']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
916,the,30.5,30.64,AH0,914,919,915-919,"['DH', 'AH0']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
917,the,30.5,30.64,AH0,914,919,915-919,"['DH', 'AH0']",angry,character1,big_center,cross_hands,False,green,M,R,0,1.0,False,projects/1/media/chunk_0_dipika.jpeg
